"PSEBR_a538,N-acetylmuramoyl-L-alanine amidase","ELZ14_02995,AMIN domain-containing protein","PSBVI21_RS0123405,AMIN domain-containing protein","P908_RS29150,AMIN domain-containing protein","BK653_22700,N-acetylmuramoyl-L-alanine amidase,IDENTICAL PARALOGS:,BK653_25865,N-acetylmuramoyl-L-alanine amidase","BK654_12855,N-acetylmuramoyl-L-alanine amidase","BK655_03030,N-acetylmuramoyl-L-alanine amidase","SAMN04490180_5236,N-acetylmuramoyl-L-alanine amidase","CD58_02800,N-acetylmuramoyl-L-alanine amidase","BK657_06665,N-acetylmuramoyl-L-alanine amidase","A0U95_13400,N-acetylmuramoyl-L-alanine amidase","AK973_0685,N-acetylmuramoyl-L-alanine amidase","LZ4_RS09400,AMIN domain-containing protein","AW28_RS23475,AMIN domain-containing protein","AD658_RS03315,AMIN domain-containing protein","BK656_02700,N-acetylmuramoyl-L-alanine amidase","BK652_19015,N-acetylmuramoyl-L-alanine amidase"
"PSEBR_a539,DNA mismatch repair protein","ELZ14_03000,DNA mismatch repair endonuclease MutL","PSBVI21_RS0123410,DNA mismatch repair endonuclease MutL","P908_RS29145,DNA mismatch repair endonuclease MutL","BK653_22695,DNA mismatch repair protein MutL,IDENTICAL PARALOGS:,BK653_25870,DNA mismatch repair protein MutL","BK654_12860,DNA mismatch repair protein MutL","BK655_03035,DNA mismatch repair protein MutL","SAMN04490180_5237,DNA mismatch repair protein MutL","CD58_02805,DNA mismatch repair protein","BK657_06670,DNA mismatch repair protein MutL","A0U95_13395,DNA mismatch repair protein MutL","AK973_0686,DNA mismatch repair protein MutL","LZ4_RS09405,DNA mismatch repair endonuclease MutL","AW28_RS23480,DNA mismatch repair endonuclease MutL","AD658_RS03320,DNA mismatch repair endonuclease MutL","BK656_02705,DNA mismatch repair protein MutL","BK652_19020,DNA mismatch repair protein MutL"
"PSEBR_a540,tRNA isopentenyltransferase","ELZ14_03005,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA","PSBVI21_RS0123415,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA","P908_RS29140,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA","BK653_22690,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,IDENTICAL PARALOGS:,BK653_25875,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA","BK654_12865,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA","BK655_03040,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA","SAMN04490180_5238,tRNA dimethylallyltransferase","CD58_02810,tRNA delta(2)-isopentenylpyrophosphate transferase","BK657_06675,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA","A0U95_13390,tRNA dimethylallyltransferase","AK973_0687,tRNA dimethylallyltransferase","LZ4_RS09410,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA","AW28_RS23485,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA","AD658_RS03325,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA","BK656_02710,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA","BK652_19025,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA"
"PSEBR_a541,RNA-binding protein","ELZ14_03010,RNA chaperone Hfq","PSBVI21_RS0123420,RNA chaperone Hfq","P908_RS29135,RNA chaperone Hfq","BK653_22685,RNA chaperone Hfq,IDENTICAL PARALOGS:,BK653_25880,RNA chaperone Hfq","BK654_12870,RNA chaperone Hfq","BK655_03045,RNA chaperone Hfq","SAMN04490180_5239,RNA-binding protein Hfq","CD58_02815,RNA-binding protein Hfq","BK657_06680,RNA chaperone Hfq","A0U95_13385,RNA-binding protein Hfq","AK973_0688,RNA-binding protein Hfq","LZ4_RS09415,RNA chaperone Hfq","AW28_RS23490,RNA chaperone Hfq","AD658_RS03330,RNA chaperone Hfq","BK656_02715,RNA chaperone Hfq","BK652_19030,RNA chaperone Hfq"
"PSEBR_a542,GTP-binding protein","ELZ14_03015,GTPase HflX","PSBVI21_RS0123425,GTPase HflX","P908_RS29130,GTPase HflX","BK653_22680,GTPase HflX,IDENTICAL PARALOGS:,BK653_25885,GTPase HflX","BK654_12875,GTPase HflX","BK655_03050,GTPase HflX","SAMN04490180_5240,GTP-binding protein HflX","CD58_02820,GTPase HflX","BK657_06685,GTPase HflX","A0U95_13380,GTPase HflX","AK973_0689,GTP-binding protein HflX","LZ4_RS09420,GTPase HflX","AW28_RS23495,GTPase HflX","AD658_RS03335,GTPase HflX","BK656_02720,GTPase HflX","BK652_19035,GTPase HflX"
"PSEBR_a543,Phage-related protein","ELZ14_03020,FtsH protease activity modulator HflK","PSBVI21_RS0123430,FtsH protease activity modulator HflK","P908_RS29125,FtsH protease activity modulator HflK","BK653_22675,HflK protein,IDENTICAL PARALOGS:,BK653_25890,HflK protein","BK654_12880,HflK protein","BK655_03055,HflK protein","SAMN04490180_5241,protease FtsH subunit HflK","CD58_02825,membrane protein","BK657_06690,HflK protein","A0U95_13375,protease modulator HflK","AK973_0690,HflK protein","LZ4_RS09425,FtsH protease activity modulator HflK","AW28_RS23500,FtsH protease activity modulator HflK","AD658_RS03340,FtsH protease activity modulator HflK","BK656_02725,HflK protein","BK652_19040,HflK protein"
"PSEBR_a544,Phage-related protein","ELZ14_03025,protease modulator HflC","PSBVI21_RS0123435,protease modulator HflC","P908_RS29120,protease modulator HflC","BK653_22670,HflC protein,IDENTICAL PARALOGS:,BK653_25895,HflC protein","BK654_12885,HflC protein","BK655_03060,HflC protein","SAMN04490180_5242,protease FtsH subunit HflC","CD58_02830,membane protease HflC","BK657_06695,HflC protein","A0U95_13370,protease modulator HflC","AK973_0691,HflC protein","LZ4_RS09430,protease modulator HflC","AW28_RS23505,protease modulator HflC","AD658_RS03345,protease modulator HflC","BK656_02730,HflC protein","BK652_19045,HflC protein"
"PSEBR_a545,ATP phosphoribosyltransferase regulatory subunit","ELZ14_03030,ATP phosphoribosyltransferase regulatory subunit","PSBVI21_RS0123440,ATP phosphoribosyltransferase regulatory subunit","P908_RS29115,ATP phosphoribosyltransferase regulatory subunit","BK653_22665,ATP phosphoribosyltransferase regulatory subunit,IDENTICAL PARALOGS:,BK653_25900,ATP phosphoribosyltransferase regulatory subunit","BK654_12890,ATP phosphoribosyltransferase regulatory subunit","BK655_03065,ATP phosphoribosyltransferase regulatory subunit","SAMN04490180_5243,ATP phosphoribosyltransferase regulatory subunit","CD58_02835,ATP phosphoribosyltransferase regulatory subunit","BK657_06700,ATP phosphoribosyltransferase regulatory subunit","A0U95_13365,ATP phosphoribosyltransferase regulatory subunit","AK973_0692,ATP phosphoribosyltransferase regulatory subunit","LZ4_RS09435,ATP phosphoribosyltransferase regulatory subunit","AW28_RS23510,ATP phosphoribosyltransferase regulatory subunit","AD658_RS03350,ATP phosphoribosyltransferase regulatory subunit","BK656_02735,ATP phosphoribosyltransferase regulatory subunit","BK652_19050,ATP phosphoribosyltransferase regulatory subunit"
"PSEBR_a546,Adenylosuccinate synthetase","ELZ14_03035,adenylosuccinate synthase","PSBVI21_RS0123445,adenylosuccinate synthase","P908_RS29110,adenylosuccinate synthase","BK653_22660,adenylosuccinate synthase,IDENTICAL PARALOGS:,BK653_25905,adenylosuccinate synthase","BK654_12895,adenylosuccinate synthase","BK655_03070,adenylosuccinate synthase","SAMN04490180_5244,Adenylosuccinate synthetase","CD58_02840,adenylosuccinate synthetase","BK657_06705,adenylosuccinate synthase","A0U95_13360,adenylosuccinate synthase","AK973_0693,Adenylosuccinate synthetase","LZ4_RS09440,adenylosuccinate synthase","AW28_RS23515,adenylosuccinate synthase","AD658_RS03355,adenylosuccinate synthase","BK656_02740,adenylosuccinate synthase","BK652_19055,adenylosuccinate synthase"
"PSEBR_a547,Putative methyl-accepting chemotaxis protein","ELZ14_03040,methyl-accepting chemotaxis protein","PSBVI21_RS0123450,methyl-accepting chemotaxis protein","P908_RS29105,methyl-accepting chemotaxis protein","BK653_22655,methyl-accepting chemotaxis protein,IDENTICAL PARALOGS:,BK653_25910,methyl-accepting chemotaxis protein","BK654_12900,methyl-accepting chemotaxis protein","BK655_03075,methyl-accepting chemotaxis protein","SAMN04490180_5245,Methyl-accepting chemotaxis protein","CD58_02845,chemotaxis protein","BK657_06710,methyl-accepting chemotaxis protein","A0U95_13355,chemotaxis protein","AK973_0694,Methyl-accepting chemotaxis protein","LZ4_RS09445,methyl-accepting chemotaxis protein","AW28_RS23520,methyl-accepting chemotaxis protein","AD658_RS03360,methyl-accepting chemotaxis protein","BK656_02745,methyl-accepting chemotaxis protein","BK652_19060,methyl-accepting chemotaxis protein"
"PSEBR_a548,Exoribonuclease II (Ribonuclease R)","ELZ14_03055,ribonuclease R","PSBVI21_RS0121705,ribonuclease R","P908_RS29090,ribonuclease R","BK653_22630,ribonuclease R,IDENTICAL PARALOGS:,BK653_25935,ribonuclease R","BK654_12925,ribonuclease R","BK655_03090,ribonuclease R","SAMN04490180_5248,RNAse R","CD58_02870,exoribonuclease R","BK657_06725,ribonuclease R","A0U95_13340,ribonuclease R","AK973_0695,3-to-5 exoribonuclease RNase R","LZ4_RS09460,ribonuclease R","AW28_RS23535,ribonuclease R","AD658_RS03375,ribonuclease R","BK656_02760,ribonuclease R","BK652_19075,ribonuclease R"
"PSEBR_a549,Putative 23S rRNA (guanosine-2-o-)-methyltransferase","ELZ14_03060,23S rRNA (guanosine(2251)-2-O)-methyltransferase RlmB","PSBVI21_RS0121710,23S rRNA (guanosine(2251)-2-O)-methyltransferase RlmB","P908_RS29085,23S rRNA (guanosine(2251)-2-O)-methyltransferase RlmB","BK653_22625,23S rRNA (guanosine(2251)-2-O)-methyltransferase RlmB,IDENTICAL PARALOGS:,BK653_25940,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB","BK654_12930,23S rRNA (guanosine(2251)-2-O)-methyltransferase RlmB","BK655_03095,23S rRNA (guanosine(2251)-2-O)-methyltransferase RlmB","SAMN04490180_5249,23S rRNA Gm-2251 2-O-methyltransferase","CD58_02875,23S rRNA methyltransferase","BK657_06730,23S rRNA (guanosine(2251)-2-O)-methyltransferase RlmB","A0U95_13335,23S rRNA (guanosine(2251)-2-O)-methyltransferase RlmB","AK973_0696,23S rRNA (guanosine-2-O-) -methyltransferase rlmB","LZ4_RS09465,23S rRNA (guanosine(2251)-2-O)-methyltransferase RlmB","AW28_RS23540,23S rRNA (guanosine(2251)-2-O)-methyltransferase RlmB","AD658_RS03380,23S rRNA (guanosine(2251)-2-O)-methyltransferase RlmB","BK656_02765,23S rRNA (guanosine(2251)-2-O)-methyltransferase RlmB","BK652_19080,23S rRNA (guanosine(2251)-2-O)-methyltransferase RlmB"
"PSEBR_a550,30S ribosomal protein S6","ELZ14_03065,30S ribosomal protein S6","PSBVI21_RS0121715,30S ribosomal protein S6","P908_RS29080,30S ribosomal protein S6","BK653_22620,30S ribosomal protein S6,IDENTICAL PARALOGS:,BK653_25945,30S ribosomal protein S6","BK654_12935,30S ribosomal protein S6","BK655_03100,30S ribosomal protein S6","SAMN04490180_5250,SSU ribosomal protein S6P","CD58_02880,30S ribosomal protein S6","BK657_06735,30S ribosomal protein S6","A0U95_13330,30S ribosomal protein S6","AK973_0697,SSU ribosomal protein S6p","LZ4_RS09470,30S ribosomal protein S6","AW28_RS23545,30S ribosomal protein S6","AD658_RS03385,30S ribosomal protein S6","BK656_02770,30S ribosomal protein S6","BK652_19085,30S ribosomal protein S6"
"PSEBR_a551,30S ribosomal protein S18","ELZ14_03070,30S ribosomal protein S18","PSBVI21_RS0121720,30S ribosomal protein S18","P908_RS29075,30S ribosomal protein S18","BK653_22615,30S ribosomal protein S18,IDENTICAL PARALOGS:,BK653_25950,30S ribosomal protein S18","BK654_12940,30S ribosomal protein S18","BK655_03105,30S ribosomal protein S18","SAMN04490180_5251,SSU ribosomal protein S18P","CD58_02885,30S ribosomal protein S18","BK657_06740,30S ribosomal protein S18","A0U95_13325,30S ribosomal protein S18","AK973_0698,SSU ribosomal protein S18p, zinc-independent","LZ4_RS09475,30S ribosomal protein S18","AW28_RS23550,30S ribosomal protein S18","AD658_RS03390,30S ribosomal protein S18","BK656_02775,30S ribosomal protein S18","BK652_19090,30S ribosomal protein S18"
"PSEBR_a552,Conserved hypothetical protein; putative membrane protein","ELZ14_03075,hypothetical protein","PSBVI21_RS0121725,hypothetical protein","P908_RS29070,hypothetical protein","BK653_22610,hypothetical protein,IDENTICAL PARALOGS:,BK653_25955,hypothetical protein","BK654_12945,hypothetical protein","BK655_03110,hypothetical protein","SAMN04490180_5252,hypothetical protein","CD58_02890,membrane protein","BK657_06745,hypothetical protein","A0U95_13320,hypothetical protein","AK973_0699,hypothetical protein","LZ4_RS09480,hypothetical protein","AW28_RS23555,hypothetical protein","AD658_RS03395,hypothetical protein","BK656_02780,hypothetical protein","BK652_19095,hypothetical protein"
"PSEBR_a553,50S ribosomal protein L9","ELZ14_03080,50S ribosomal protein L9","PSBVI21_RS0121730,50S ribosomal protein L9","P908_RS29065,50S ribosomal protein L9","BK653_22605,50S ribosomal protein L9,IDENTICAL PARALOGS:,BK653_25960,50S ribosomal protein L9","BK654_12950,50S ribosomal protein L9","BK655_03115,50S ribosomal protein L9","SAMN04490180_5253,LSU ribosomal protein L9P","CD58_02895,50S ribosomal protein L9","BK657_06750,50S ribosomal protein L9","A0U95_13315,50S ribosomal protein L9","AK973_0700,LSU ribosomal protein L9p","LZ4_RS09485,50S ribosomal protein L9","AW28_RS23560,50S ribosomal protein L9","AD658_RS03400,50S ribosomal protein L9","BK656_02785,50S ribosomal protein L9","BK652_19100,50S ribosomal protein L9"
"PSEBR_a555,Conserved hypothetical protein","ELZ14_03090,YgiQ family radical SAM protein","PSBVI21_RS0121740,YgiQ family radical SAM protein","P908_RS29055,YgiQ family radical SAM protein","BK653_22595,YgiQ family radical SAM protein,IDENTICAL PARALOGS:,BK653_25970,YgiQ family radical SAM protein","BK654_12960,YgiQ family radical SAM protein","BK655_03125,YgiQ family radical SAM protein","SAMN04490180_5255,uncharacterized radical SAM protein YgiQ","CD58_02905,hypothetical protein","BK657_06760,YgiQ family radical SAM protein","A0U95_13305,YgiQ family radical SAM protein","AK973_0702,Fe-S OXIDOREDUCTASE","LZ4_RS09495,YgiQ family radical SAM protein","AW28_RS23570,YgiQ family radical SAM protein","AD658_RS03410,YgiQ family radical SAM protein","BK656_02795,YgiQ family radical SAM protein","BK652_19110,YgiQ family radical SAM protein"
"PSEBR_a556,Conserved hypothetical protein; putative membrane protein","ELZ14_03095,NAD synthetase","PSBVI21_RS0121745,hypothetical protein","P908_RS29050,hypothetical protein","BK653_22590,NAD synthetase,IDENTICAL PARALOGS:,BK653_25975,NAD synthetase","BK654_12965,NAD synthetase","BK655_03130,NAD synthetase","SAMN04490180_5256,hypothetical protein","CD58_02910,NAD synthetase","BK657_06765,NAD synthetase","A0U95_13300,NAD synthetase","AK973_0703,hypothetical protein","LZ4_RS09500,hypothetical protein","AW28_RS23575,hypothetical protein","AD658_RS03415,hypothetical protein","BK656_02800,NAD synthetase","BK652_19115,NAD synthetase"
"PSEBR_a557,Conserved hypothetical protein; putative membrane protein","ELZ14_03100,hypothetical protein","PSBVI21_RS0121750,hypothetical protein","P908_RS29045,hypothetical protein","BK653_22585,hypothetical protein,IDENTICAL PARALOGS:,BK653_25980,hypothetical protein","BK654_12970,hypothetical protein","BK655_03135,hypothetical protein","SAMN04490180_5257,hypothetical protein","CD58_02915,hypothetical protein","BK657_06770,hypothetical protein","A0U95_13295,hypothetical protein","AK973_0704,hypothetical protein","LZ4_RS09510,hypothetical protein","AW28_RS23580,hypothetical protein","AD658_RS03420,hypothetical protein","BK656_02805,hypothetical protein","BK652_19120,hypothetical protein"
"PSEBR_a558,Conserved hypothetical protein; putative transglutaminase family protein","ELZ14_03105,transglutaminase family protein","PSBVI21_RS0121755,transglutaminase family protein","P908_RS29040,transglutaminase family protein","BK653_22580,IMP dehydrogenase,IDENTICAL PARALOGS:,BK653_25985,IMP dehydrogenase","BK654_12975,IMP dehydrogenase","BK655_03140,IMP dehydrogenase","SAMN04490180_5258,Uncharacterized conserved protein, DUF2126 family","CD58_02920,IMP dehydrogenase","BK657_06775,IMP dehydrogenase","A0U95_13290,IMP dehydrogenase","AK973_0705,Large protein containing transglutaminase-like domain","LZ4_RS09515,transglutaminase family protein","AW28_RS23585,transglutaminase family protein","AD658_RS03425,transglutaminase family protein","BK656_02810,IMP dehydrogenase","BK652_19125,IMP dehydrogenase"
"PSEBR_a560,Conserved hypothetical protein","ELZ14_03115,transglutaminase family protein","PSBVI21_RS0121765,transglutaminase family protein","P908_RS29030,transglutaminase family protein","BK653_22570,transglutaminase,IDENTICAL PARALOGS:,BK653_25995,transglutaminase","BK654_12985,transglutaminase","BK655_03150,transglutaminase","SAMN04490180_5260,Transglutaminase-like enzyme, putative cysteine protease","CD58_02930,transglutaminase","BK657_06785,transglutaminase","A0U95_13280,transglutaminase","AK973_0707,Protein containing transglutaminase-like domain, putative cysteine protease","LZ4_RS09525,transglutaminase family protein","AW28_RS23595,transglutaminase family protein","AD658_RS03435,transglutaminase family protein","BK656_02820,transglutaminase","BK652_19135,transglutaminase"
"PSEBR_a562,Conserved hypothetical protein","ELZ14_03125,hypothetical protein","PSBVI21_RS0121775,hypothetical protein","P908_RS29020,hypothetical protein","BK653_22560,hypothetical protein,IDENTICAL PARALOGS:,BK653_26005,hypothetical protein","BK654_12995,hypothetical protein","BK655_03160,hypothetical protein","SAMN04490180_5262,hypothetical protein","CD58_02940,hypothetical protein","BK657_06795,hypothetical protein","A0U95_13270,hypothetical protein","AK973_0709,hypothetical protein","LZ4_RS09530,hypothetical protein","AW28_RS23605,hypothetical protein","AD658_RS03445,hypothetical protein","BK656_02830,hypothetical protein","BK652_19145,hypothetical protein"
