Name;Pseudomonas_brassicacearum_strain_3Re2_7_3Re2_7 ;Pseudomonas_brassicacearum_strain_51MFCVI2 ;Pseudomonas_brassicacearum_strain_BS3663_BS3663 ;Pseudomonas_brassicacearum_strain_L13_6_12_L13_6_12 ;Pseudomonas_brassicacearum_strain_LBUM300_LBUM300 ;Pseudomonas_brassicacearum_strain_NFM421_NFM421 ;Pseudomonas_brassicacearum_strain_PA1G7 ;Pseudomonas_brassicacearum_strain_PP1_210F ;Pseudomonas_brassicacearum_strain_TM1A3 
UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase;1;1;1;1;0;1;0;1;0
Polysaccharide biosynthesis protein;1;1;1;1;0;1;0;1;0
GalNAc(5)-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase;1;1;1;0;0;1;0;1;0
Imidazole glycerol phosphate synthase subunit HisH 1;1;1;1;1;1;1;1;1;0
Imidazole glycerol phosphate synthase subunit HisF;1;1;1;1;1;1;1;1;0
UDP-glucose 4-epimerase;1;1;1;1;1;1;1;1;0
NAD dependent epimerase/dehydratase family protein;1;1;1;1;1;1;1;1;0
UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase;1;1;1;1;1;1;1;1;0
putative glycosyl transferase;1;1;1;1;1;1;1;1;0
GDP-6-deoxy-D-mannose reductase;1;1;1;1;1;1;1;1;1
putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase;1;1;1;1;1;1;1;1;1
UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase;1;1;1;1;1;1;1;1;0
dTDP-4-amino-4,6-dideoxygalactose transaminase;1;1;1;1;0;1;0;1;1
UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase;1;1;1;1;1;1;1;1;1
ComE operon protein 1;1;1;1;1;1;1;1;1;1
putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF;1;1;1;1;0;1;0;1;0
UDP-N-acetylbacillosamine N-acetyltransferase;1;1;1;1;0;1;0;1;0
cyclopropane fatty acyl phospholipid synthase;1;1;1;1;0;1;0;1;0
Putative glycosyltransferases;1;1;1;1;0;1;0;1;0
WbqC-like protein family protein;1;1;1;1;0;1;0;1;0
putative amino acid permease YhdG;1;1;1;1;1;1;1;1;1
F subunit of K+-transporting ATPase (Potass_KdpF);1;1;1;1;1;1;1;1;1
Potassium-transporting ATPase A chain;1;1;1;1;1;1;1;1;1
Potassium-transporting ATPase B chain;1;1;1;1;1;1;1;1;1
Potassium-transporting ATPase C chain;1;1;1;1;1;1;1;1;1
Sensor protein KdpD;1;1;1;1;1;1;1;1;1
KDP operon transcriptional regulatory protein KdpE;1;1;1;1;1;1;1;1;1
NTE family protein RssA;1;1;1;1;1;1;1;1;1
CHAD domain protein;1;1;1;1;1;1;1;1;1
Acyl-CoA thioesterase 2;1;1;1;1;1;1;1;1;1
Methyl-accepting chemotaxis protein McpS;1;1;1;1;1;1;1;1;1
Tat-linked quality control protein TatD;1;1;1;1;1;1;1;1;1
Membrane-bound lytic murein transglycosylase F precursor;1;1;1;1;1;1;1;1;1
Putative oxidoreductase MhqP;1;1;1;1;1;1;1;1;1
Transcription elongation factor GreB;1;1;1;1;1;1;1;1;1
FtsX-like permease family protein;1;1;1;1;1;1;1;1;1
Lipoprotein-releasing system ATP-binding protein LolD;1;1;1;1;1;1;1;1;1
Esterase TesA precursor;1;1;1;1;1;1;1;1;1
putative L,D-transpeptidase YbiS precursor;1;1;1;1;1;1;1;1;1
Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive;1;1;1;1;1;1;1;1;1
2-dehydropantoate 2-reductase;1;1;1;1;1;1;1;1;1
5-nucleotidase;1;1;1;1;1;1;1;1;1
Universal stress protein family protein;1;1;1;1;1;1;1;1;1
HTH-type transcriptional regulator CysB;1;1;1;1;1;1;1;1;1
Transcription elongation factor GreA;1;1;1;1;1;1;1;1;1
Elongation factor P;1;1;1;1;1;1;1;1;1
Carboxylesterase NlhH;1;1;1;1;1;1;1;1;1
Organic hydroperoxide resistance protein OhrB;1;1;1;1;1;1;1;1;1
Organic hydroperoxide resistance transcriptional regulator;1;1;1;1;1;1;1;1;1
Sulfite exporter TauE/SafE;1;1;1;1;1;1;1;1;1
HTH-type transcriptional regulator GltC;1;1;1;1;1;1;1;1;1
Phospho-2-dehydro-3-deoxyheptonate aldolase;1;1;1;1;1;1;1;1;1
Spermidine synthase;1;1;1;1;1;1;1;1;1
ATP-dependent RNA helicase DeaD;1;1;1;1;1;1;1;1;1
LigB family dioxygenase;1;1;1;1;1;1;1;1;1
Thiopurine S-methyltransferase;1;1;1;1;1;1;1;1;1
Protease HtpX;1;1;1;1;1;1;1;1;1
Glutamate-pyruvate aminotransferase AlaA;1;1;1;1;1;1;1;1;1
Peptide methionine sulfoxide reductase MsrB;1;1;1;1;1;1;1;1;1
Hydroperoxy fatty acid reductase gpx1;1;1;1;1;1;1;1;1;1
Organic hydroperoxide resistance transcriptional regulator;1;1;1;1;1;1;1;1;1
Signal transduction histidine-protein kinase BarA;1;1;1;1;1;1;1;1;1
Free methionine-R-sulfoxide reductase;1;1;1;1;1;1;1;1;1
Cyclic di-GMP phosphodiesterase response regulator RpfG;1;1;1;1;1;1;1;1;1
Virulence sensor protein BvgS precursor;1;1;1;1;1;1;1;1;1
Virulence factors putative positive transcription regulator BvgA;1;1;1;1;1;1;1;1;1
Deoxyguanosinetriphosphate triphosphohydrolase;1;1;1;1;1;1;1;1;1
Ammonia channel precursor;1;1;1;1;1;1;1;1;1
Glutathione-regulated potassium-efflux system protein KefC;1;1;1;1;1;1;1;1;1
Ribosomal large subunit pseudouridine synthase A;1;1;1;1;1;1;1;1;1
Molybdenum cofactor guanylyltransferase;1;1;1;1;1;1;1;1;1
Molybdenum cofactor biosynthesis protein B;1;1;1;1;1;1;1;1;1
Molybdopterin molybdenumtransferase;1;1;1;1;1;1;1;1;1
putative lipid kinase YegS;1;1;1;1;1;1;1;1;1
Transcriptional regulatory protein DegU;1;1;1;1;1;1;1;1;1
Signal transduction histidine-protein kinase/phosphatase DegS;1;1;1;1;1;1;1;1;1
Chemotaxis protein CheV;1;1;1;1;1;1;1;1;1
MOSC domain protein;1;1;1;1;1;1;1;1;1
sporulation inhibitor KapD;1;1;1;1;1;1;1;1;1
Acetyl-/propionyl-coenzyme A carboxylase alpha chain;1;1;1;1;1;1;1;1;1
Acyl-CoA dehydrogenase;1;1;1;1;1;1;1;1;1
Methylmalonyl-CoA carboxyltransferase 12S subunit;1;1;1;1;1;1;1;1;1
HTH-type transcriptional repressor KstR2;1;1;1;1;1;1;1;1;1
Bacterial extracellular solute-binding proteins, family 3;1;1;1;1;1;1;1;1;1
N(6)-hydroxylysine O-acetyltransferase;1;1;1;1;1;1;1;1;1
putative RNA polymerase sigma factor FecI;1;1;1;1;1;1;1;1;1
Linear gramicidin synthase subunit D;1;1;1;1;1;1;1;1;1
3-oxoadipate enol-lactonase 2;1;1;1;1;1;1;1;1;1
Thiol:disulfide interchange protein DsbG precursor;1;1;1;1;1;1;1;1;1
Thiol:disulfide interchange protein TlpA;1;1;1;1;1;1;1;1;1
Thiol:disulfide interchange protein DsbD precursor;1;1;1;1;1;1;1;1;1
Transcriptional regulatory protein QseB;1;1;1;1;1;1;1;1;1
Sensor protein QseC;1;1;1;1;1;1;1;1;1
Diaminobutyrate--2-oxoglutarate aminotransferase;1;1;1;1;1;1;1;1;1
MbtH-like protein;1;1;1;1;1;1;1;1;1
Phosphoenolpyruvate synthase regulatory protein;1;1;1;1;1;1;1;1;1
Phosphoenolpyruvate synthase;1;1;1;1;1;1;1;1;1
Alpha/beta hydrolase family protein;1;1;1;1;1;1;1;1;1
Putative regulator of ribonuclease activity;1;1;1;1;1;1;1;1;1
Zinc transport protein ZntB;1;1;1;1;1;1;1;1;1
RNA polymerase sigma factor YlaC;1;1;1;1;1;1;1;1;1
Outer membrane porin F precursor;1;1;1;1;1;1;1;1;1
Uroporphyrinogen-III C-methyltransferase;1;1;1;1;1;1;1;1;1
Nitrate reductase;1;1;1;1;1;1;1;1;1
Assimilatory nitrite reductase [NAD(P)H] small subunit;1;1;1;1;1;1;1;1;1
Nitrite reductase [NAD(P)H];1;1;1;1;1;1;1;1;1
Serine/threonine-protein kinase PrkC;1;1;1;1;1;1;1;1;1
Nitrate transporter;1;1;1;1;1;1;1;1;1
putative transcriptional regulatory protein pdtaR;1;1;1;1;1;1;1;1;1
Nitrate transport protein NrtA precursor;1;1;1;1;1;1;1;1;1
Dihydroorotate dehydrogenase (quinone);1;1;1;1;1;1;1;1;1
Ribosome modulation factor;1;1;1;1;1;1;1;1;1
Ribosomal RNA large subunit methyltransferase K/L;1;1;1;1;1;1;1;1;1
Response regulator PleD;1;1;1;1;1;1;1;1;1
D-alanyl-D-alanine carboxypeptidase DacC precursor;1;1;1;1;1;1;1;1;1
Inner membrane protein YdcO;1;1;1;1;1;1;1;1;1
putative HTH-type transcriptional regulator YdfH;1;1;1;1;1;1;1;1;1
Guanine deaminase;1;1;1;1;1;1;1;1;1
XdhC and CoxI family protein;1;1;1;1;1;1;1;1;1
putative xanthine dehydrogenase subunit D;1;1;1;1;1;1;1;1;1
4-hydroxybenzoyl-CoA reductase subunit gamma;1;1;1;1;1;1;1;1;1
putative HTH-type transcriptional regulator YdfH;1;1;1;1;1;1;1;1;1
Chromosome partition protein Smc;1;1;1;1;1;1;1;1;1
Cell division protein ZipA;1;1;1;1;1;1;1;1;1
DNA ligase;1;1;1;1;1;1;1;1;1
anaerobic benzoate catabolism transcriptional regulator;1;1;1;1;1;1;1;1;1
Cyclic di-GMP phosphodiesterase Gmr;1;1;1;1;1;1;1;1;1
Bacterial extracellular solute-binding proteins, family 3;1;1;1;1;1;1;1;1;1
DNA polymerase III subunit tau;1;1;1;1;1;1;1;1;1
Nucleoid-associated protein;1;1;1;1;1;1;1;1;1
NADPH-dependent curcumin reductase;1;1;1;1;1;1;1;1;1
Recombination protein RecR;1;1;1;1;1;1;1;1;1
Adenine phosphoribosyltransferase;1;1;1;1;1;1;1;1;1
Transcriptional activator protein Anr;1;1;1;1;1;1;1;1;1
Oxygen-independent coproporphyrinogen-III oxidase;1;1;1;1;1;1;1;1;1
Cytochrome C biogenesis protein transmembrane region;1;1;1;1;1;1;1;1;1
Cytochrome oxidase maturation protein cbb3-type;1;1;1;1;1;1;1;1;1
putative copper-importing P-type ATPase A;1;1;1;1;1;1;1;1;1
FixH;1;1;1;1;1;1;1;1;1
Ubp3 associated protein Bre5;1;1;1;1;1;1;1;1;1
Cbb3-type cytochrome c oxidase subunit CcoP2;1;1;1;1;1;1;1;1;1
Cbb3-type cytochrome oxidase component FixQ;1;1;1;1;1;1;1;1;1
Cytochrome C oxidase, mono-heme subunit/FixO;1;1;1;1;1;1;1;1;1
Cbb3-type cytochrome c oxidase subunit CcoP1;1;1;1;1;1;1;1;1;1
Cbb3-type cytochrome oxidase component FixQ;1;1;1;1;1;1;1;1;1
Cytochrome C oxidase, mono-heme subunit/FixO;1;1;1;1;1;1;1;1;1
Alpha/beta hydrolase family protein;1;1;1;1;1;1;1;1;1
Aerotaxis receptor;1;1;1;1;1;1;1;1;1
CAAX amino terminal protease self- immunity;1;1;1;1;1;1;1;1;1
Aconitate hydratase 1;1;1;1;1;1;1;1;1;1
Ribosomal RNA large subunit methyltransferase M;1;1;1;1;1;1;1;1;1
Sulfurtransferase TusA;1;1;1;1;1;1;1;1;1
Multidrug resistance protein NorM;1;1;1;1;1;1;1;1;1
Erythronate-4-phosphate dehydrogenase;1;1;1;1;1;1;1;1;1
Lipid A export ATP-binding/permease protein MsbA;1;1;1;1;1;1;1;1;1
Soluble lytic murein transglycosylase precursor;1;1;1;1;1;1;1;1;1
ABC transporter ATP-binding protein uup;1;1;1;1;1;1;1;1;1
Fatty acid oxidation complex subunit alpha;1;1;1;1;1;1;1;1;1
3-ketoacyl-CoA thiolase;1;1;1;1;1;1;1;1;1
DNA topoisomerase 1;1;1;1;1;1;1;1;1;1
Cell division inhibitor SulA;1;1;1;1;1;1;1;1;1
LexA repressor;1;1;1;1;1;1;1;1;1
putative HTH-type transcriptional regulator YttP;1;1;1;1;1;1;1;1;1
Beta-hexosaminidase;1;1;1;1;1;1;1;1;1
RNA polymerase-associated protein RapA;1;1;1;1;1;1;1;1;1
RNA polymerase-associated protein RapA;1;1;1;1;1;1;1;1;1
Transcription-repair-coupling factor;1;1;1;1;1;1;1;1;1
Glyceraldehyde-3-phosphate dehydrogenase;1;1;1;1;1;1;1;1;1
Proline/betaine transporter;1;1;1;1;1;1;1;1;1
Thiamine biosynthesis lipoprotein ApbE precursor;1;1;1;1;1;1;1;1;1
Soluble pyridine nucleotide transhydrogenase;1;1;1;1;1;1;1;1;1
Glycerophosphoryl diester phosphodiesterase;1;1;1;1;1;1;1;1;1
PilZ domain protein;1;1;1;1;1;1;1;1;1
Lipoprotein-releasing system transmembrane protein LolE;1;1;1;1;1;1;1;1;1
Lipoprotein-releasing system ATP-binding protein LolD;1;1;1;1;1;1;1;1;1
Lipoprotein-releasing system transmembrane protein LolE;1;1;1;1;1;1;1;1;1
Sensor kinase CusS;1;1;1;1;1;1;1;1;1
Transcriptional activator protein CopR;1;1;1;1;1;1;1;1;1
plastocyanin;1;1;1;1;1;1;1;1;1
NADPH-dependent 7-cyano-7-deazaguanine reductase;1;1;1;1;1;1;1;1;1
Phosphonoacetaldehyde hydrolase;1;1;1;1;1;1;1;1;1
putative phospholipid-binding lipoprotein MlaA precursor;1;1;1;1;1;1;1;1;1
Regulator of RpoS;1;1;1;1;1;1;1;1;1
Transaldolase;1;1;1;1;1;1;1;1;1
tRNA-dihydrouridine synthase C;1;1;1;1;1;1;1;1;1
Transposase IS116/IS110/IS902 family protein;1;0;0;0;0;0;0;1;0
Serine/threonine-protein phosphatase 1;1;1;1;1;1;1;1;1;1
putative adenosine monophosphate-protein transferase fic;1;1;1;1;1;1;1;1;1
Copper-sensing transcriptional repressor CsoR;1;1;1;1;1;1;1;1;1
Nickel/cobalt efflux system RcnA;1;1;1;1;1;1;1;1;1
HTH-type transcriptional regulator YjiE;1;1;1;1;0;1;1;1;1
Proton glutamate symport protein;1;1;1;1;0;1;1;1;1
Aspartate racemase;1;1;1;1;0;1;1;1;1
Regulatory protein PchR;1;1;1;1;1;1;1;1;1
Aldehyde reductase YahK;1;1;1;1;1;1;1;1;1
Purine ribonucleoside efflux pump NepI;1;1;1;1;1;1;1;1;1
putative HTH-type transcriptional regulator YtcD;1;1;1;1;1;1;1;1;1
putative chromate transport protein;1;1;1;1;1;1;1;1;1
Ribonuclease T2 family protein;1;1;1;1;1;1;1;1;1
Phytochrome-like protein cph2;1;1;1;1;1;1;1;1;1
Phytochrome-like protein cph2;1;1;1;1;1;1;1;1;1
Exodeoxyribonuclease III;1;1;1;1;1;1;1;1;1
Arylamine N-acetyltransferase;1;1;1;1;1;1;1;1;1
Uric acid transporter UacT;1;1;1;1;1;1;1;1;1
Shikimate 5-dehydrogenase-like protein;1;1;1;1;1;1;1;1;1
Serine/threonine transporter SstT;1;1;1;1;1;1;1;1;1
Purine efflux pump PbuE;1;1;1;1;1;1;1;1;1
Transcriptional activator protein NhaR;1;1;1;1;1;1;1;1;1
Integral membrane protein TerC family protein;1;1;1;1;1;1;1;1;1
D-alanyl-D-alanine endopeptidase precursor;1;1;1;1;1;1;1;1;1
Bifunctional protein FolD protein;1;1;1;1;1;1;1;1;1
Trigger factor;1;1;1;1;1;1;1;1;1
ATP-dependent Clp protease proteolytic subunit;1;1;1;1;1;1;1;1;1
ATP-dependent Clp protease ATP-binding subunit ClpX;1;1;1;1;1;1;1;1;1
Lon protease;1;1;1;1;1;1;1;1;1
Peptidyl-prolyl cis-trans isomerase D;1;1;1;1;1;1;1;1;1
HTH-type transcriptional regulator VirS;1;1;1;1;1;1;1;1;1
Carbon-nitrogen hydrolase;1;1;1;1;1;1;1;1;1
2,4-dienoyl-CoA reductase [NADPH];1;1;1;1;1;1;1;1;1
D-cysteine desulfhydrase;1;1;1;1;1;1;1;1;1
putative transcriptional regulatory protein;1;1;1;1;1;1;1;1;1
putative E3 ubiquitin-protein ligase ipaH4.5;1;1;1;1;1;1;1;1;1
thiamine transporter substrate binding subunit;1;1;1;1;1;1;1;1;1
4-methylaminobutanoate oxidase (formaldehyde-forming);1;1;1;1;1;1;1;1;1
Hydrogen cyanide synthase subunit HcnB;1;1;1;1;1;1;1;1;1
Hydrogen cyanide synthase subunit HcnA;1;1;1;1;1;1;1;1;1
Inner membrane ABC transporter permease protein YdcV;1;1;1;1;1;1;1;1;1
Spermidine/putrescine transport system permease protein PotB;1;1;1;1;1;1;1;1;1
Spermidine/putrescine import ATP-binding protein PotA;1;1;1;1;1;1;1;1;1
Pectin degradation repressor protein KdgR;1;1;1;1;1;1;1;1;1
ECF RNA polymerase sigma factor SigR;1;1;1;1;1;1;1;1;1
Catalase-related peroxidase precursor;1;1;1;1;1;1;1;1;1
Zinc carboxypeptidase;1;1;1;1;1;1;1;1;1
putative HTH-type transcriptional regulator;1;1;1;1;1;1;1;1;1
Acetyl-/propionyl-coenzyme A carboxylase alpha chain;1;1;1;1;1;1;1;1;1
Hydroxycinnamoyl-CoA hydratase-lyase;1;1;1;1;1;1;1;1;1
Methylmalonyl-CoA carboxyltransferase 12S subunit;1;1;1;1;1;1;1;1;1
Acyl-CoA dehydrogenase;1;1;1;1;1;1;1;1;1
Long-chain-fatty-acid--CoA ligase;1;1;1;1;1;1;1;1;1
Hydroxymethylglutaryl-CoA lyase YngG;1;1;1;1;1;1;1;1;1
HTH-type transcriptional regulator CueR;1;1;1;1;1;1;1;1;1
HTH-type transcriptional regulator SyrM 1;1;1;1;1;1;1;1;1;1
(R)-benzylsuccinyl-CoA dehydrogenase;1;1;1;1;1;1;1;1;1
Oxaloacetate decarboxylase;1;1;1;1;1;1;1;1;1
Arginine N-succinyltransferase subunit beta;1;1;1;1;1;1;1;1;1
Arginine N-succinyltransferase subunit alpha;1;1;1;1;1;1;1;1;1
Putrescine importer PuuP;1;1;1;1;1;1;1;1;1
N-formylglutamate amidohydrolase;1;1;1;1;1;1;1;1;1
Glutamine synthetase;1;1;1;1;1;1;1;1;1
Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB;1;1;1;1;1;1;1;1;1
HTH-type transcriptional regulator RpiR;1;1;1;1;1;1;1;1;1
Phosphoserine phosphatase 1;1;1;1;1;1;1;1;1;1
Cobalt-precorrin-2 C(20)-methyltransferase;1;1;1;1;1;1;1;1;1
HTH-type transcriptional regulator CdhR;1;1;1;1;1;1;1;1;1
molybdopterin biosynthesis protein MoeB;1;1;1;1;1;1;1;1;1
Lysine-arginine-ornithine-binding periplasmic protein precursor;1;1;1;1;1;1;1;1;1
Succinylglutamate desuccinylase / Aspartoacylase family protein;1;1;1;1;1;1;1;1;1
Putative hydrolase MhqD;1;1;1;1;1;1;1;1;1
Purine nucleoside permease (NUP);1;1;1;1;1;1;1;1;1
Nucleoside-specific channel-forming protein tsx precursor;1;1;1;1;1;1;1;1;1
Selenide, water dikinase;1;1;1;1;1;1;1;1;1
tRNA 2-selenouridine synthase;1;1;1;1;1;1;1;1;1
Disulfide-bond oxidoreductase YfcG;1;1;1;1;1;1;1;1;1
Delta-aminolevulinic acid dehydratase;1;1;1;1;1;1;1;1;1
Glutathione S-transferase GST-6.0;1;1;1;1;1;1;1;1;1
Paraquat-inducible protein B;1;1;1;1;1;1;1;1;1
Paraquat-inducible protein A;1;1;1;1;1;1;1;1;1
Inner membrane protein YebS;1;1;1;1;1;1;1;1;1
Hypoxic response protein 1;1;1;1;1;1;1;1;1;1
DNA polymerase II;1;1;1;1;1;1;1;1;1
2,5-diketo-D-gluconic acid reductase B;1;1;1;1;1;1;1;1;1
Aldose 1-epimerase precursor;1;1;1;1;1;1;1;1;1
Sulfite exporter TauE/SafE;1;1;1;1;1;1;1;1;1
Beta-lactamase;1;1;1;1;1;1;1;1;1
putative deferrochelatase/peroxidase YfeX;1;1;1;1;1;1;1;1;1
Glucose 1-dehydrogenase 1;1;1;1;1;1;1;1;1;1
putative HTH-type transcriptional regulator YdcR;1;1;1;1;1;1;1;1;0
Ubp3 associated protein Bre5;1;1;1;1;1;1;1;1;1
putative Mg(2+) transport ATPase;1;1;1;1;1;1;1;1;1
Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 2;1;1;1;1;1;1;1;1;1
Trehalose synthase/amylase TreS;1;1;1;1;1;1;1;1;1
1,4-alpha-glucan branching enzyme GlgB;1;1;1;1;1;1;1;1;1
Glucarate dehydratase;1;1;1;1;1;1;1;1;1
Putative tartrate transporter;1;1;1;1;1;1;1;1;1
HTH-type transcriptional regulator LutR;1;1;1;1;1;1;1;1;1
Acetyl-CoA acetyltransferase;1;1;1;1;1;1;1;1;1
putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B;1;1;1;1;1;1;1;1;1
putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A;1;1;1;1;1;1;1;1;1
HTH-type transcriptional regulator GltC;1;1;1;1;1;1;1;1;1
NAD-dependent protein deacetylase;1;1;1;1;1;1;1;1;1
Metallothionein;1;1;1;1;1;1;1;1;1
Glucose starvation-inducible protein B;1;1;1;1;1;1;1;1;1
Zinc transporter ZupT;1;1;1;1;1;1;1;1;1
Glutaminase 2;1;1;1;1;1;1;1;1;1
DNA topoisomerase 3;1;1;1;1;1;1;1;1;1
Blue-light-activated protein;1;1;1;1;1;1;1;1;1
putative RNA polymerase sigma factor FecI;1;1;1;1;1;1;1;1;1
fec operon regulator FecR;1;1;1;1;1;1;1;1;1
Fe(3+)-pyochelin receptor precursor;1;1;1;1;1;1;1;1;1
Proline/betaine transporter;1;1;1;1;1;1;1;1;1
Alcohol dehydrogenase [acceptor];1;1;1;1;1;1;1;1;1
HTH-type transcriptional regulator GltR;1;1;1;1;1;1;1;1;1
Cytochrome c-555 precursor;1;1;1;1;1;1;1;1;1
L-gulono-1,4-lactone dehydrogenase;1;1;1;1;1;1;1;1;1
HTH-type transcriptional regulator VirS;1;1;1;1;1;1;1;1;1
LexA repressor;1;1;1;1;1;1;1;1;1
SOS cell division inhibitor;1;1;1;1;1;1;1;1;1
impB/mucB/samB family protein;1;1;1;1;1;1;1;1;1
Error-prone DNA polymerase;1;1;1;1;1;1;1;1;1
Blue-light-activated protein;1;1;1;1;1;1;1;1;1
HTH-type transcriptional regulator GltR;1;1;1;1;1;1;1;1;1
Methionyl-tRNA formyltransferase;1;1;1;1;1;1;1;1;1
SCP-2 sterol transfer family protein;1;1;1;1;1;1;1;1;1
2,3-bisphosphoglycerate-dependent phosphoglycerate mutase;1;1;1;1;1;1;1;1;1
putative protease SohB;1;1;1;1;1;1;1;1;1
Sulfite reductase [ferredoxin];1;1;1;1;1;1;1;1;1
ABC transporter periplasmic-binding protein YtfQ precursor;1;1;1;1;1;1;1;1;1
Methionine synthase;1;1;1;1;1;1;1;1;1
Fatty acid cis/trans isomerase (CTI);1;1;1;1;1;1;1;1;1
Fe/S biogenesis protein NfuA;1;1;1;1;1;1;1;1;1
Precorrin-4 C(11)-methyltransferase;1;1;1;1;1;1;1;1;1
cobalamin biosynthesis protein CbiG;1;1;1;1;1;1;1;1;1
putative cobalt transporter subunit (CbtA);1;1;1;1;1;1;1;1;1
putative cobalt transporter subunit (CbtB);1;1;1;1;1;1;1;1;1
Putative metal chaperone YciC;1;1;1;1;1;1;1;1;1
Aerobic cobaltochelatase subunit CobN;1;1;1;1;1;1;1;1;1
Magnesium-chelatase 38 kDa subunit;1;1;1;1;1;1;1;1;1
putative antitoxin of the YafO-YafN toxin-antitoxin system;1;1;1;1;1;1;1;1;1
Major cell-binding factor precursor;1;1;1;1;1;1;1;1;1
Glutamine transport system permease protein GlnP;1;1;1;1;1;1;1;1;1
L-cystine transport system permease protein TcyB;1;1;1;1;1;1;1;1;1
Glutamine transport ATP-binding protein GlnQ;1;1;1;1;1;1;1;1;1
Enamine/imine deaminase;1;1;1;1;1;1;1;1;1
HTH-type transcriptional regulator SrpS;1;1;1;1;1;1;1;1;1
D-threonine aldolase;1;1;1;1;1;1;1;1;1
2-dehydro-3-deoxygluconokinase;1;1;1;1;1;1;1;1;1
Peptidyl-prolyl cis-trans isomerase C;1;1;1;1;1;1;1;1;1
Blue-light-activated protein;1;1;1;1;1;1;1;1;1
Twitching mobility protein;1;1;1;1;1;1;1;1;1
Acetyl-coenzyme A synthetase;1;1;1;1;1;1;1;1;1
D-beta-hydroxybutyrate dehydrogenase;1;1;1;1;1;1;1;1;1
Citrate transporter;1;1;1;1;1;1;1;1;1
Formate hydrogenlyase transcriptional activator;1;1;1;1;1;1;1;1;1
Glutathione import ATP-binding protein GsiA;1;1;1;1;1;1;1;1;1
Inner membrane ABC transporter permease protein YejE;1;1;1;1;1;1;1;1;1
Inner membrane ABC transporter permease protein YejB;1;1;1;1;1;1;1;1;1
Oligopeptide-binding protein AppA precursor;1;1;1;1;1;1;1;1;1
Peptidyl-prolyl cis-trans isomerase C;1;1;1;1;1;1;1;1;1
Lactonizing lipase precursor;1;1;1;1;1;1;1;1;1
Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive;1;1;1;1;1;1;1;1;1
NAD synthetase;1;1;1;1;1;1;1;1;1
Acetyltransferase (GNAT) family protein;1;1;1;1;1;1;1;1;1
Response regulator UvrY;1;1;1;1;1;1;1;1;1
UvrABC system protein C;1;1;1;1;1;1;1;1;1
CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase;1;1;1;1;1;1;1;0;1
2,6-dihydropseudooxynicotine hydrolase;1;1;1;1;1;1;0;1;1
Methyl-accepting chemotaxis protein McpS;1;1;1;1;1;1;0;1;1
Nodulation protein D 2;1;1;1;1;1;1;0;1;1
Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily protein;1;1;1;1;1;1;0;1;1
Rieske [2Fe-2S] domain protein;1;1;1;1;1;1;0;1;1
FAD-dependent urate hydroxylase;1;1;1;1;1;1;0;1;1
Ycf48-like protein precursor;1;1;1;1;1;1;0;1;1
MMPL family protein;1;1;1;1;1;1;0;1;1
Tetracycline resistance protein, class C;1;1;1;1;1;1;0;1;1
Toluene-4-sulfonate monooxygenase system iron-sulfur subunit TsaM1;1;1;1;1;1;1;0;1;1
Toluene-4-sulfonate monooxygenase system iron-sulfur subunit TsaM1;1;1;1;1;0;1;0;1;1
Phthalate 4,5-dioxygenase oxygenase reductase subunit;1;1;1;1;1;1;0;1;1
Cupin domain protein;1;1;1;1;1;1;0;1;1
Fumarylacetoacetate (FAA) hydrolase family protein;1;1;1;1;1;1;0;1;1
putative epimerase/dehydratase;1;1;1;1;1;1;0;1;1
Kynurenine formamidase;1;1;1;1;1;1;0;1;1
HTH-type transcriptional regulator CynR;1;1;1;1;1;1;0;1;1
ornithine cyclodeaminase;1;1;1;1;1;1;0;1;1
4-hydroxy-tetrahydrodipicolinate synthase;1;1;1;1;1;1;0;1;1
Glutarate-semialdehyde dehydrogenase DavD;1;1;1;1;1;1;0;1;1
FAD-dependent urate hydroxylase;1;1;1;1;1;1;0;1;1
General L-amino acid-binding periplasmic protein AapJ precursor;1;1;1;1;1;1;0;1;1
putative hydrolase YxeP;1;1;1;1;1;1;0;1;1
Betaine aldehyde dehydrogenase;1;1;1;1;1;1;0;1;1
2-(hydroxymethyl)glutarate dehydrogenase;1;1;1;1;1;1;0;1;1
Serine acetyltransferase;1;1;1;1;1;1;0;1;1
HTH-type transcriptional regulator CynR;1;1;1;1;1;1;0;1;1
Benzoylformate decarboxylase;1;1;1;1;1;1;1;1;1
